date,room_type,is_weekend,is_weekday,is_public_holiday,is_festival,bookings
2023-02-07,Deluxe,0,1,0,False,18
2023-02-07,Suite,0,1,0,False,10
2023-02-08,Standard,0,1,0,False,15
2023-02-08,Deluxe,0,1,0,False,15
2023-02-08,Suite,0,1,0,False,11
2023-02-09,Standard,0,1,0,False,16
2023-02-09,Deluxe,0,1,0,False,15
2023-02-09,Suite,0,1,0,False,10
2023-02-10,Standard,0,1,0,True,35
2023-02-10,Deluxe,0,1,0,True,31
2023-02-10,Suite,0,1,0,True,22
2023-02-11,Standard,1,0,0,True,52
2023-02-11,Deluxe,1,0,0,True,40
2023-02-11,Suite,1,0,0,True,18
2023-02-12,Standard,1,0,0,True,44
2023-02-12,Deluxe,1,0,0,True,38
2023-02-12,Suite,1,0,0,True,26
2023-02-13,Standard,0,1,0,False,22
2023-02-13,Deluxe,0,1,0,False,30
2023-02-13,Suite,0,1,0,False,12
2023-02-14,Standard,0,1,0,False,24
2023-02-14,Deluxe,0,1,0,False,18
2023-02-14,Suite,0,1,0,False,12
2023-02-15,Standard,0,1,0,False,18
2023-02-15,Deluxe,0,1,0,False,18
2023-02-15,Suite,0,1,0,False,6
2023-02-16,Standard,0,1,0,False,19
2023-02-16,Deluxe,0,1,0,False,13
2023-02-16,Suite,0,1,0,False,10
2023-02-17,Standard,0,1,0,False,29
2023-02-17,Deluxe,0,1,0,False,7
2023-02-17,Suite,0,1,0,False,12
2023-02-18,Standard,1,0,0,False,21
2023-02-18,Deluxe,1,0,0,False,19
2023-02-18,Suite,1,0,0,False,18
2023-02-19,Standard,1,0,0,False,28
2023-02-19,Deluxe,1,0,0,False,16
2023-02-19,Suite,1,0,0,False,11
2023-02-20,Standard,0,1,0,False,22
2023-02-20,Deluxe,0,1,0,False,12
2023-02-20,Suite,0,1,0,False,10
2023-02-21,Standard,0,1,0,False,20
2023-02-21,Deluxe,0,1,0,False,12
2023-02-21,Suite,0,1,0,False,18
2023-02-22,Standard,0,1,0,False,22
2023-02-22,Deluxe,0,1,0,False,6
2023-02-22,Suite,0,1,0,False,10
2023-02-23,Standard,0,1,0,False,17
2023-02-23,Deluxe,0,1,0,False,18
2023-02-23,Suite,0,1,0,False,6
2023-02-24,Standard,0,1,0,False,19
2023-02-24,Deluxe,0,1,0,False,17
2023-02-24,Suite,0,1,0,False,13
2023-02-25,Standard,1,0,0,False,23
2023-02-25,Deluxe,1,0,0,False,19
2023-02-25,Suite,1,0,0,False,12
2023-02-26,Standard,1,0,0,False,25
2023-02-26,Deluxe,1,0,0,False,28
2023-02-26,Suite,1,0,0,False,15
2023-02-27,Standard,0,1,0,False,14
2023-02-27,Deluxe,0,1,0,False,18
2023-02-27,Suite,0,1,0,False,18
2023-02-28,Standard,0,1,0,False,24
2023-02-28,Deluxe,0,1,0,False,8
2023-02-28,Suite,0,1,0,False,8
2023-03-01,Standard,0,1,0,False,25
2023-03-01,Deluxe,0,1,0,False,12
2023-03-01,Suite,0,1,0,False,11
2023-03-02,Standard,0,1,0,False,23
2023-03-02,Deluxe,0,1,0,False,11
2023-03-02,Suite,0,1,0,False,9
2023-03-03,Standard,0,1,0,False,7
2023-03-03,Deluxe,0,1,0,False,10
2023-03-03,Suite,0,1,0,False,8
2023-03-04,Standard,1,0,0,False,23
2023-03-04,Deluxe,1,0,0,False,27
2023-03-04,Suite,1,0,0,False,8
2023-03-05,Standard,1,0,0,False,26
2023-03-05,Deluxe,1,0,0,False,21
2023-03-05,Suite,1,0,0,False,19
2023-03-06,Standard,0,1,0,False,14
2023-03-06,Deluxe,0,1,0,False,19
2023-03-06,Suite,0,1,0,False,10
2023-03-07,Standard,0,1,0,False,16
2023-03-07,Deluxe,0,1,0,False,16
2023-03-07,Suite,0,1,0,False,10
2023-03-08,Standard,0,1,0,False,17
2023-03-08,Deluxe,0,1,0,False,15
2023-03-08,Suite,0,1,0,False,8
2023-03-09,Standard,0,1,0,False,20
2023-03-09,Deluxe,0,1,0,False,17
2023-03-09,Suite,0,1,0,False,16
2023-03-10,Standard,0,1,0,False,15
2023-03-10,Deluxe,0,1,0,False,23
2023-03-10,Suite,0,1,0,False,2
2023-03-11,Standard,1,0,0,False,27
2023-03-11,Deluxe,1,0,0,False,23
2023-03-11,Suite,1,0,0,False,15
2023-03-12,Standard,1,0,0,False,25
2023-03-12,Deluxe,1,0,0,False,20
2023-03-12,Suite,1,0,0,False,12
2023-03-13,Standard,0,1,0,False,17
2023-03-13,Deluxe,0,1,0,False,18
2023-03-13,Suite,0,1,0,False,11
2023-03-14,Standard,0,1,0,False,17
2023-03-14,Deluxe,0,1,0,False,18
2023-03-14,Suite,0,1,0,False,11
2023-03-15,Standard,0,1,0,False,23
2023-03-15,Deluxe,0,1,0,False,17
2023-03-15,Suite,0,1,0,False,6
2023-03-16,Standard,0,1,0,False,17
2023-03-16,Deluxe,0,1,0,False,17
2023-03-16,Suite,0,1,0,False,12
2023-03-17,Standard,0,1,0,False,19
2023-03-17,Deluxe,0,1,0,False,15
2023-03-17,Suite,0,1,0,False,15
2023-03-18,Standard,1,0,0,False,25
2023-03-18,Deluxe,1,0,0,False,23
2023-03-18,Suite,1,0,0,False,13
2023-03-19,Standard,1,0,0,False,27
2023-03-19,Deluxe,1,0,0,False,25
2023-03-19,Suite,1,0,0,False,17
2023-03-20,Standard,0,1,0,False,23
2023-03-20,Deluxe,0,1,0,False,20
2023-03-20,Suite,0,1,0,False,10
2023-03-21,Standard,0,1,0,False,22
2023-03-21,Deluxe,0,1,0,False,13
2023-03-21,Suite,0,1,0,False,11
2023-03-22,Standard,0,1,0,False,19
2023-03-22,Deluxe,0,1,0,False,15
2023-03-22,Suite,0,1,0,False,12
2023-03-23,Standard,0,1,0,False,16
2023-03-23,Deluxe,0,1,0,False,23
2023-03-23,Suite,0,1,0,False,5
2023-03-24,Standard,0,1,0,False,15
2023-03-24,Deluxe,0,1,0,False,19
2023-03-24,Suite,0,1,0,False,13
2023-03-25,Standard,1,0,0,False,30
2023-03-25,Deluxe,1,0,0,False,23
2023-03-25,Suite,1,0,0,False,13
2023-03-26,Standard,1,0,0,False,24
2023-03-26,Deluxe,1,0,0,False,21
2023-03-26,Suite,1,0,0,False,11
2023-03-27,Standard,0,1,0,False,23
2023-03-27,Deluxe,0,1,0,False,14
2023-03-27,Suite,0,1,0,False,6
2023-03-28,Standard,0,1,0,False,18
2023-03-28,Deluxe,0,1,0,False,16
2023-03-28,Suite,0,1,0,False,7
2023-03-29,Standard,0,1,0,False,16
2023-03-29,Deluxe,0,1,0,False,15
2023-03-29,Suite,0,1,0,False,10
2023-03-30,Standard,0,1,0,False,17
2023-03-30,Deluxe,0,1,0,False,13
2023-03-30,Suite,0,1,0,False,10
2023-03-31,Standard,0,1,0,False,14
2023-03-31,Deluxe,0,1,0,False,9
2023-03-31,Suite,0,1,0,False,7
2023-04-01,Standard,1,0,0,False,27
2023-04-01,Deluxe,1,0,0,False,22
2023-04-01,Suite,1,0,0,False,19
2023-04-02,Standard,1,0,0,False,31
2023-04-02,Deluxe,1,0,0,False,20
2023-04-02,Suite,1,0,0,False,13
2023-04-03,Standard,0,1,0,False,15
2023-04-03,Deluxe,0,1,0,False,14
2023-04-03,Suite,0,1,0,False,8
2023-04-04,Standard,0,1,0,False,21
2023-04-04,Deluxe,0,1,0,False,11
2023-04-04,Suite,0,1,0,False,12
2023-04-05,Standard,0,1,0,False,26
2023-04-05,Deluxe,0,1,0,False,14
2023-04-05,Suite,0,1,0,False,11
2023-04-06,Standard,0,1,0,False,22
2023-04-06,Deluxe,0,1,0,False,13
2023-04-06,Suite,0,1,0,False,10
2023-04-07,Standard,0,1,0,False,20
2023-04-07,Deluxe,0,1,0,False,15
2023-04-07,Suite,0,1,0,False,6
2023-04-08,Standard,1,0,0,True,48
2023-04-08,Deluxe,1,0,0,True,37
2023-04-08,Suite,1,0,0,True,29
2023-04-09,Standard,1,0,0,True,51
2023-04-09,Deluxe,1,0,0,True,44
2023-04-09,Suite,1,0,0,True,20
2023-04-10,Standard,0,1,0,True,43
2023-04-10,Deluxe,0,1,0,True,30
2023-04-10,Suite,0,1,0,True,28
2023-04-11,Standard,0,1,0,False,16
2023-04-11,Deluxe,0,1,0,False,11
2023-04-11,Suite,0,1,0,False,7
2023-04-12,Standard,0,1,0,False,11
2023-04-12,Deluxe,0,1,0,False,12
2023-04-12,Suite,0,1,0,False,6
2023-04-13,Standard,0,1,0,False,20
2023-04-13,Deluxe,0,1,0,False,16
2023-04-13,Suite,0,1,0,False,17
2023-04-14,Standard,0,1,0,False,23
2023-04-14,Deluxe,0,1,0,False,12
2023-04-14,Suite,0,1,0,False,6
2023-04-15,Standard,1,0,0,False,29
2023-04-15,Deluxe,1,0,0,False,15
2023-04-15,Suite,1,0,0,False,21
2023-04-16,Standard,1,0,0,False,32
2023-04-16,Deluxe,1,0,0,False,19
2023-04-16,Suite,1,0,0,False,7
2023-04-17,Standard,0,1,0,False,25
2023-04-17,Deluxe,0,1,0,False,14
2023-04-17,Suite,0,1,0,False,14
2023-04-18,Standard,0,1,0,False,13
2023-04-18,Deluxe,0,1,0,False,12
2023-04-18,Suite,0,1,0,False,10
2023-04-19,Standard,0,1,0,False,20
2023-04-19,Deluxe,0,1,0,False,13
2023-04-19,Suite,0,1,0,False,12
2023-04-20,Standard,0,1,0,False,15
2023-04-20,Deluxe,0,1,0,False,14
2023-04-20,Suite,0,1,0,False,10
2023-04-21,Standard,0,1,0,False,22
2023-04-21,Deluxe,0,1,0,False,17
2023-04-21,Suite,0,1,0,False,5
2023-04-22,Standard,1,0,0,False,21
2023-04-22,Deluxe,1,0,0,False,26
2023-04-22,Suite,1,0,0,False,15
2023-04-23,Standard,1,0,0,False,25
2023-04-23,Deluxe,1,0,0,False,27
2023-04-23,Suite,1,0,0,False,14
2023-04-24,Standard,0,1,0,False,24
2023-04-24,Deluxe,0,1,0,False,15
2023-04-24,Suite,0,1,0,False,18
2023-04-25,Standard,0,1,0,False,27
2023-04-25,Deluxe,0,1,0,False,14
2023-04-25,Suite,0,1,0,False,13
2023-04-26,Standard,0,1,0,False,22
2023-04-26,Deluxe,0,1,0,False,20
2023-04-26,Suite,0,1,0,False,6
2023-04-27,Standard,0,1,0,False,22
2023-04-27,Deluxe,0,1,0,False,19
2023-04-27,Suite,0,1,0,False,2
2023-04-28,Standard,0,1,0,False,15
2023-04-28,Deluxe,0,1,0,False,6
2023-04-28,Suite,0,1,0,False,8
2023-04-29,Standard,1,0,0,False,30
2023-04-29,Deluxe,1,0,0,False,27
2023-04-29,Suite,1,0,0,False,14
2023-04-30,Standard,1,0,0,False,34
2023-04-30,Deluxe,1,0,0,False,15
2023-04-30,Suite,1,0,0,False,7
2023-05-01,Standard,0,1,1,False,35
2023-05-01,Deluxe,0,1,1,False,28
2023-05-01,Suite,0,1,1,False,17
2023-05-02,Standard,0,1,0,False,11
2023-05-02,Deluxe,0,1,0,False,14
2023-05-02,Suite,0,1,0,False,4
2023-05-03,Standard,0,1,0,False,22
2023-05-03,Deluxe,0,1,0,False,16
2023-05-03,Suite,0,1,0,False,6
2023-05-04,Standard,0,1,0,False,17
2023-05-04,Deluxe,0,1,0,False,10
2023-05-04,Suite,0,1,0,False,9
2023-05-05,Standard,0,1,0,False,23
2023-05-05,Deluxe,0,1,0,False,11
2023-05-05,Suite,0,1,0,False,12
2023-05-06,Standard,1,0,0,False,25
2023-05-06,Deluxe,1,0,0,False,17
2023-05-06,Suite,1,0,0,False,13
2023-05-07,Standard,1,0,0,False,23
2023-05-07,Deluxe,1,0,0,False,18
2023-05-07,Suite,1,0,0,False,9
2023-05-08,Standard,0,1,0,False,27
2023-05-08,Deluxe,0,1,0,False,15
2023-05-08,Suite,0,1,0,False,7
2023-05-09,Standard,0,1,0,False,20
2023-05-09,Deluxe,0,1,0,False,14
2023-05-09,Suite,0,1,0,False,9
2023-05-10,Standard,0,1,0,False,22
2023-05-10,Deluxe,0,1,0,False,18
2023-05-10,Suite,0,1,0,False,7
2023-05-11,Standard,0,1,0,False,17
2023-05-11,Deluxe,0,1,0,False,13
2023-05-11,Suite,0,1,0,False,0
2023-05-12,Standard,0,1,0,False,13
2023-05-12,Deluxe,0,1,0,False,20
2023-05-12,Suite,0,1,0,False,16
2023-05-13,Standard,1,0,0,False,27
2023-05-13,Deluxe,1,0,0,False,23
2023-05-13,Suite,1,0,0,False,15
2023-05-14,Standard,1,0,0,False,40
2023-05-14,Deluxe,1,0,0,False,25
2023-05-14,Suite,1,0,0,False,13
2023-05-15,Standard,0,1,0,False,16
2023-05-15,Deluxe,0,1,0,False,8
2023-05-15,Suite,0,1,0,False,10
2023-05-16,Standard,0,1,0,False,16
2023-05-16,Deluxe,0,1,0,False,9
2023-05-16,Suite,0,1,0,False,7
2023-05-17,Standard,0,1,0,False,15
2023-05-17,Deluxe,0,1,0,False,21
2023-05-17,Suite,0,1,0,False,13
2023-05-18,Standard,0,1,0,False,19
2023-05-18,Deluxe,0,1,0,False,20
2023-05-18,Suite,0,1,0,False,10
2023-05-19,Standard,0,1,0,False,16
2023-05-19,Deluxe,0,1,0,False,21
2023-05-19,Suite,0,1,0,False,12
2023-05-20,Standard,1,0,0,False,23
2023-05-20,Deluxe,1,0,0,False,20
2023-05-20,Suite,1,0,0,False,10
2023-05-21,Standard,1,0,0,False,22
2023-05-21,Deluxe,1,0,0,False,24
2023-05-21,Suite,1,0,0,False,21
2023-05-22,Standard,0,1,0,False,14
2023-05-22,Deluxe,0,1,0,False,17
2023-05-22,Suite,0,1,0,False,7
2023-05-23,Standard,0,1,0,False,18
2023-05-23,Deluxe,0,1,0,False,12
2023-05-23,Suite,0,1,0,False,6
2023-05-24,Standard,0,1,0,False,20
2023-05-24,Deluxe,0,1,0,False,11
2023-05-24,Suite,0,1,0,False,11
2023-05-25,Standard,0,1,0,False,19
2023-05-25,Deluxe,0,1,0,False,14
2023-05-25,Suite,0,1,0,False,6
2023-05-26,Standard,0,1,0,False,17
2023-05-26,Deluxe,0,1,0,False,18
2023-05-26,Suite,0,1,0,False,12
2023-05-27,Standard,1,0,0,False,24
2023-05-27,Deluxe,1,0,0,False,21
2023-05-27,Suite,1,0,0,False,17
2023-05-28,Standard,1,0,0,False,21
2023-05-28,Deluxe,1,0,0,False,23
2023-05-28,Suite,1,0,0,False,11
2023-05-29,Standard,0,1,0,False,22
2023-05-29,Deluxe,0,1,0,False,11
2023-05-29,Suite,0,1,0,False,2
2023-05-30,Standard,0,1,0,False,13
2023-05-30,Deluxe,0,1,0,False,15
2023-05-30,Suite,0,1,0,False,11
2023-05-31,Standard,0,1,0,False,16
2023-05-31,Deluxe,0,1,0,False,17
2023-05-31,Suite,0,1,0,False,3
2023-06-01,Standard,0,1,0,False,23
2023-06-01,Deluxe,0,1,0,False,13
2023-06-01,Suite,0,1,0,False,9
2023-06-02,Standard,0,1,0,False,24
2023-06-02,Deluxe,0,1,0,False,14
2023-06-02,Suite,0,1,0,False,10
2023-06-03,Standard,1,0,0,False,37
2023-06-03,Deluxe,1,0,0,False,22
2023-06-03,Suite,1,0,0,False,20
2023-06-04,Standard,1,0,0,False,29
2023-06-04,Deluxe,1,0,0,False,27
2023-06-04,Suite,1,0,0,False,22
2023-06-05,Standard,0,1,0,False,14
2023-06-05,Deluxe,0,1,0,False,14
2023-06-05,Suite,0,1,0,False,14
2023-06-06,Standard,0,1,0,True,47
2023-06-06,Deluxe,0,1,0,True,37
2023-06-06,Suite,0,1,0,True,21
2023-06-07,Standard,0,1,0,True,48
2023-06-07,Deluxe,0,1,0,True,35
2023-06-07,Suite,0,1,0,True,28
2023-06-08,Standard,0,1,0,True,49
2023-06-08,Deluxe,0,1,0,True,37
2023-06-08,Suite,0,1,0,True,22
2023-06-09,Standard,0,1,0,False,22
2023-06-09,Deluxe,0,1,0,False,16
2023-06-09,Suite,0,1,0,False,13
2023-06-10,Standard,1,0,0,False,31
2023-06-10,Deluxe,1,0,0,False,26
2023-06-10,Suite,1,0,0,False,25
2023-06-11,Standard,1,0,0,False,37
2023-06-11,Deluxe,1,0,0,False,23
2023-06-11,Suite,1,0,0,False,21
2023-06-12,Standard,0,1,0,False,22
2023-06-12,Deluxe,0,1,0,False,9
2023-06-12,Suite,0,1,0,False,7
2023-06-13,Standard,0,1,0,False,16
2023-06-13,Deluxe,0,1,0,False,16
2023-06-13,Suite,0,1,0,False,12
2023-06-14,Standard,0,1,0,False,30
2023-06-14,Deluxe,0,1,0,False,19
2023-06-14,Suite,0,1,0,False,11
2023-06-15,Standard,0,1,0,False,27
2023-06-15,Deluxe,0,1,0,False,9
2023-06-15,Suite,0,1,0,False,12
2023-06-16,Standard,0,1,0,False,27
2023-06-16,Deluxe,0,1,0,False,12
2023-06-16,Suite,0,1,0,False,16
2023-06-17,Standard,1,0,0,False,34
2023-06-17,Deluxe,1,0,0,False,23
2023-06-17,Suite,1,0,0,False,19
2023-06-18,Standard,1,0,0,False,42
2023-06-18,Deluxe,1,0,0,False,25
2023-06-18,Suite,1,0,0,False,17
2023-06-19,Standard,0,1,0,False,22
2023-06-19,Deluxe,0,1,0,False,14
2023-06-19,Suite,0,1,0,False,15
2023-06-20,Standard,0,1,0,False,20
2023-06-20,Deluxe,0,1,0,False,18
2023-06-20,Suite,0,1,0,False,10
2023-06-21,Standard,0,1,0,False,25
2023-06-21,Deluxe,0,1,0,False,19
2023-06-21,Suite,0,1,0,False,16
2023-06-22,Standard,0,1,0,False,21
2023-06-22,Deluxe,0,1,0,False,16
2023-06-22,Suite,0,1,0,False,8
2023-06-23,Standard,0,1,0,False,22
2023-06-23,Deluxe,0,1,0,False,19
2023-06-23,Suite,0,1,0,False,15
2023-06-24,Standard,1,0,0,False,29
2023-06-24,Deluxe,1,0,0,False,28
2023-06-24,Suite,1,0,0,False,22
2023-06-25,Standard,1,0,0,False,35
2023-06-25,Deluxe,1,0,0,False,32
2023-06-25,Suite,1,0,0,False,13
2023-06-26,Standard,0,1,0,False,19
2023-06-26,Deluxe,0,1,0,False,10
2023-06-26,Suite,0,1,0,False,17
2023-06-27,Standard,0,1,0,False,26
2023-06-27,Deluxe,0,1,0,False,17
2023-06-27,Suite,0,1,0,False,13
2023-06-28,Standard,0,1,0,False,19
2023-06-28,Deluxe,0,1,0,False,27
2023-06-28,Suite,0,1,0,False,12
2023-06-29,Standard,0,1,0,False,24
2023-06-29,Deluxe,0,1,0,False,20
2023-06-29,Suite,0,1,0,False,13
2023-06-30,Standard,0,1,0,False,24
2023-06-30,Deluxe,0,1,0,False,14
2023-06-30,Suite,0,1,0,False,13
2023-07-01,Standard,1,0,0,False,41
2023-07-01,Deluxe,1,0,0,False,30
2023-07-01,Suite,1,0,0,False,23
2023-07-02,Standard,1,0,0,False,31
2023-07-02,Deluxe,1,0,0,False,21
2023-07-02,Suite,1,0,0,False,16
2023-07-03,Standard,0,1,0,False,24
2023-07-03,Deluxe,0,1,0,False,22
2023-07-03,Suite,0,1,0,False,5
2023-07-04,Standard,0,1,0,False,30
2023-07-04,Deluxe,0,1,0,False,17
2023-07-04,Suite,0,1,0,False,10
2023-07-05,Standard,0,1,0,False,19
2023-07-05,Deluxe,0,1,0,False,11
2023-07-05,Suite,0,1,0,False,15
2023-07-06,Standard,0,1,0,False,24
2023-07-06,Deluxe,0,1,0,False,12
2023-07-06,Suite,0,1,0,False,6
2023-07-07,Standard,0,1,0,False,22
2023-07-07,Deluxe,0,1,0,False,24
2023-07-07,Suite,0,1,0,False,10
2023-07-08,Standard,1,0,0,False,27
2023-07-08,Deluxe,1,0,0,False,24
2023-07-08,Suite,1,0,0,False,15
2023-07-09,Standard,1,0,0,False,22
2023-07-09,Deluxe,1,0,0,False,24
2023-07-09,Suite,1,0,0,False,15
2023-07-10,Standard,0,1,0,False,26
2023-07-10,Deluxe,0,1,0,False,25
2023-07-10,Suite,0,1,0,False,16
2023-07-11,Standard,0,1,0,False,22
2023-07-11,Deluxe,0,1,0,False,13
2023-07-11,Suite,0,1,0,False,22
2023-07-12,Standard,0,1,0,False,24
2023-07-12,Deluxe,0,1,0,False,18
2023-07-12,Suite,0,1,0,False,11
2023-07-13,Standard,0,1,0,False,24
2023-07-13,Deluxe,0,1,0,False,17
2023-07-13,Suite,0,1,0,False,9
2023-07-14,Standard,0,1,0,False,21
2023-07-14,Deluxe,0,1,0,False,17
2023-07-14,Suite,0,1,0,False,9
2023-07-15,Standard,1,0,0,False,30
2023-07-15,Deluxe,1,0,0,False,25
2023-07-15,Suite,1,0,0,False,15
2023-07-16,Standard,1,0,0,False,39
2023-07-16,Deluxe,1,0,0,False,14
2023-07-16,Suite,1,0,0,False,21
2023-07-17,Standard,0,1,0,False,28
2023-07-17,Deluxe,0,1,0,False,9
2023-07-17,Suite,0,1,0,False,10
2023-07-18,Standard,0,1,0,False,22
2023-07-18,Deluxe,0,1,0,False,12
2023-07-18,Suite,0,1,0,False,8
2023-07-19,Standard,0,1,0,False,19
2023-07-19,Deluxe,0,1,0,False,25
2023-07-19,Suite,0,1,0,False,15
2023-07-20,Standard,0,1,0,False,29
2023-07-20,Deluxe,0,1,0,False,20
2023-07-20,Suite,0,1,0,False,7
2023-07-21,Standard,0,1,0,False,21
2023-07-21,Deluxe,0,1,0,False,19
2023-07-21,Suite,0,1,0,False,7
2023-07-22,Standard,1,0,0,False,36
2023-07-22,Deluxe,1,0,0,False,24
2023-07-22,Suite,1,0,0,False,15
2023-07-23,Standard,1,0,0,False,36
2023-07-23,Deluxe,1,0,0,False,26
2023-07-23,Suite,1,0,0,False,15
2023-07-24,Standard,0,1,0,False,28
2023-07-24,Deluxe,0,1,0,False,13
2023-07-24,Suite,0,1,0,False,14
2023-07-25,Standard,0,1,0,False,26
2023-07-25,Deluxe,0,1,0,False,16
2023-07-25,Suite,0,1,0,False,13
2023-07-26,Standard,0,1,0,False,18
2023-07-26,Deluxe,0,1,0,False,21
2023-07-26,Suite,0,1,0,False,11
2023-07-27,Standard,0,1,0,False,21
2023-07-27,Deluxe,0,1,0,False,22
2023-07-27,Suite,0,1,0,False,9
2023-07-28,Standard,0,1,0,False,18
2023-07-28,Deluxe,0,1,0,False,11
2023-07-28,Suite,0,1,0,False,14
2023-07-29,Standard,1,0,0,False,28
2023-07-29,Deluxe,1,0,0,False,32
2023-07-29,Suite,1,0,0,False,8
2023-07-30,Standard,1,0,0,False,40
2023-07-30,Deluxe,1,0,0,False,26
2023-07-30,Suite,1,0,0,False,16
2023-07-31,Standard,0,1,0,False,21
2023-07-31,Deluxe,0,1,0,False,19
2023-07-31,Suite,0,1,0,False,11
2023-08-01,Standard,0,1,0,False,28
2023-08-01,Deluxe,0,1,0,False,18
2023-08-01,Suite,0,1,0,False,12
2023-08-02,Standard,0,1,0,False,22
2023-08-02,Deluxe,0,1,0,False,17
2023-08-02,Suite,0,1,0,False,13
